Name,URL,Description,Price,Process Method,Total Score,Cultivar,Farm Gate,Region,Processing,Drying Method,Arrival Date,Lot Size,Bag Size,Packaging,Cultivar Detail,Grade,Appearance,Roast Recommendations,Type,Farm Notes,Latitude,Longitude,DryFragrance,WetAroma,Brightness,FlavorCup,CupBody,Finish,Sweetness,CleanCup,Complexity,Uniformity,Floral,Honey,Sugar,Caramel,Fruit,Citrus,Berry,Cocoa,Nuts,Rustic,Spice,FlavorBody
Brazil Dry Process Fazenda Sertao,https://www.sweetmarias.com/brazil-dry-process-fazenda-sertao-7831.html,"Approachable Brazil, low toned, nutty, with very mild acidity. Layered cocoa bittersweetness, almond milk, sugar-glazed nuts, pistachio, hickory smoke note. City+ to Full City+. Good for espresso.",6.35,Dry Process (Natural),85.8,Bourbon Types,Yes,"Carmo de Minas, Minas Geraís",Dry Process (Natural),Patio Sun-Dried,December 2023 Arrival,70,59 KG,Ecotact Liner,Bourbon,Estate,".7 d/300gr, 15+ Screen - mostly partial quakers",City+ to Full City+,Farm Gate,"We selected this lot from Fazenda do Sertao, the farm of Nazareth Dias Pereira. It is located in Carmo de Minas in the Mantiqueira Mountain area and is a farm we've purchased coffee from for several years now. The photo on the landing page is a shot from above the farm, you can see the rows of coffee planted in the valley below the mountain range, as well as in the foothills. This 235 hectare farm is situated at 1250 meters, and has a mix of varietals including Bourbon, Acaia, and Icatu. This lot is a Red Bourbon separation from their farm, and Dry Process method. Dry process coffees are often casually referred to as ""naturals"", and only involves laying whole cherry to dry on cement patios. It can take anywhere from 2-4 weeks to dry the entire cherry and seed to stable levels (roughly 11% moisture), during which a fermentation occurs within the cherries. Sometimes this leads to fruity flavors, though not the case with this lot from Sertao. This coffee has what I think of as classic Brazilian cup characteristics that are body, low acidity, chocolate, and nut. It's a good coffee for espresso, or to use in a blend. Dry process coffees produce more chaff than a wet process, and you're going to want to vacuum out your roaster between batches.",-22.122105,-45.196418,7.8,8.2,0,8.2,9.0,8.0,8.1,8.0,8.5,8.5,0.0,0.0,2.5,2.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0
Brazil Dry Process Wilderson Avelar,https://www.sweetmarias.com/brazil-dry-process-wilderson-avelar-7873.html,"Within the rustic sweetness, low tones, and nutty flavors are interesting aromatic accents of fresh and dried herbs, such as sage, fennel, and tarragon. City+ to Full City+. Good for espresso.",6.45,Dry Process (Natural),87.3,"Bourbon Types, Modern Hybrids",Yes,"Santo Antônio do Amparo, Minas Gerais",Dry Process (Natural),Patio Sun-Dried,January 2024 Arrival,21,60 KG,Ecotact Liner,N/A,Estate,".6 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,"Wilderson Avelar's farm is located near the town of Santo Antônio do Amparo, in the southern part of Minas Gerais, not far from the capital, Belo Horizonte. We have not visited his farm yet, but his coffee was brought to us by a group who have helped with some of our Brazilian sourcing, and hope to get there this year. His coffee stood out as having interesting herbal accents that imparted a sort of ""floral"" hint in the cup, along with rustic flavors of a good dry process Brazilian coffee. It certainly grabbed our attention! Altitude in the growing region surrounding Santo Antônio do Amparo tops out around 1000 meters, and you see a lot of Bourbon, Catuaí, and Mundo Novo growing. This is a dry process lot from the farm, one of the oldest methods of processing coffee down to the green seed. In contrast to the wet process method, or even pulp natural, which is the other common way of processing coffee in Brazil, dry processing involves leaving the coffee cherry intact during the entire drying phase, until the green seed within reaches roughly 11% moisture. This can take upwards of 4 weeks time, depending on the weather.",-20.876248,-44.918588,8.3,8.5,0,8.5,9.2,8.0,8.2,7.5,8.8,8.3,0.5,0.0,3.0,1.5,0.5,0.0,0.0,4.0,2.5,2.5,0.0,4.0
Brazil Pulp Natural Laura Junqueira,https://www.sweetmarias.com/brazil-pulp-natural-laura-junqueira-7824.html,"It's a pleasantly simple coffee, tied to bittersweetness, and subtle top note hints, such as honey-nut, zucchini bread, sesame cookie, and a faint dried apple note. Prime for milk drinks. City+ to Full City+. Good for espresso.",6.35,Pulp Natural,86.5,"Bourbon Types, Modern Hybrids",Yes,"Santa Rita do Sacupaí, Mantiqueira, Minas Gerais",Pulp Natural,Patio Sun-Dried,December 2023 Arrival,78,60 KG,Ecotact Liner,"Mundo Novo, Acaiá, Catuaí Amarelo, Arara, Catucaí",Estate,".4 d/300 grams, 15-17 Screen",City+ to Full City+,Farm Gate,"Laura Junqueira is a third generation coffee coffee farmer who, along with her father, Roberto Machado (""Beto""), run the 150 hectare farm, Fazenda São José Condado. The farm has stood much longer than the Junqueira family has owned it, dating back to the mid 1800's when the first coffee was planted and the original farm house was built. The farm is located just outside of Santa Rita do Sacupaí in the Mantiqueira Region of Minas Gerais. The land at São José is actually 508 hectares, much of which is still natural forest. It requires a fairly large team to manage just the part planted in coffee, and there are 22 permanent employees year round, as well as 100 seasonal workers who join for the harvest. The farm enjoys a modest altitude of 1200 meters above sea level, and is currently planted in Mundo Novo, Acaiá, Catuaí Amarelo, Catuaí Vermelho, Arara, and Catucaí. While much of Brazil coffee farmers have turned to harvesting machinery, the Junqueira family recognizes the importance of selecting ripe cherries in order to produce top grades, and has therefore chosen to stick with selective harvesting by hand. This lot is a pulp natural process which is about as closed to a fully washed coffee as you will get in Brazil, and quite similar to a mild honey process method in Costa Rica. The coffee cherry and much of the fruit are removed with depulping machinery, and then the seed is laid to dry with fruit mucilage still intact. Pulp naturals often possess more balanced flavors than dry process coffee, less fruited, and can still be big-bodied and lower acid coffees, making them a great choice for espresso and blending.",-22.235768,-45.578938,8.0,8.3,0,8.3,8.7,8.0,8.2,8.5,8.0,8.5,0.0,2.0,3.0,1.0,0.5,0.0,0.0,3.0,2.0,0.0,0.0,3.5
Colombia Buesaco EA Decaf,https://www.sweetmarias.com/colombia-buesaco-ea-decaf-7930.html,"Caramel accents, malted grains, spiced aroma, doughy cinnamon roll, smoked chocolate, woodsy accent, and moderate acidity helps it fly under the radar as decaf. City to Full City+. Good for espresso.",8.05,Wet Process (Washed),87.2,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,"Buesaco, Nariño, Cauca","Wet Process (Washed) then EA Decaf (""Sugarcane"")",Covered Sun-Dried,March 2024 Arrival,58,70 KG,GrainPro Liner,"Caturra, Variedad Colombia, Typica",Estate,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,"This decaf was sourced from small producers near Buesaco town, in Colombia's Nariño Department. We chose the coffees specifically for decaffeination, based on the cup profiles having some mild fruit characteristics and pronounced acidity. In our experience, those types of cup attributes will withstand some of the gentler decaffeination methods, such as this ethyl acetate (""EA""). The coffee was decaffeinated by Descafecol, in Tolima, who use sugar cane as one of their main sources for the naturally occurring chemical needed for the process (hence the nickname ""sugar cane decaf"", which is likely only one of the sources of EA). This year the exporter we work with opened their own buying warehouse in town in order to have a more direct hand in how the coffee and payments are being managed. It was perhaps the most competitive year for buying in Colombia that we've seen in over a decade, with the local price soaring to nearly double what it was last year. When the margin between base price and microlot price narrows to such a degree, farmers have less incentive to separate out their best coffee for a meager second payment. So this year we paid higher prices than ever in order to maintain those longstanding relationships and get the coffees we want - including those that went into this decaf. Farms are typically planted in Caturra and Variedad Colombia (F4 and F6 types), grown at altitudes between 1700 and 2100 meters, and each contributing lot in this batch are wet process coffees.",1.382753,-77.155333,8.0,8.4,0,8.3,8.3,8.0,8.2,8.5,8.3,10.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,3.0,0.0,1.0,1.5,3.0
Colombia Inzá La Chorrera,https://www.sweetmarias.com/colombia-inza-la-chorrera-7920.html,"Flavor notes of honey, panela, and caramel help dial up the level of sweetness in the brewed coffee, with hints of cinnamon-apple streusel, date cake, tangy orange, and cocoa. City to Full City+. Good for espresso.",7.05,Wet Process (Washed),86.9,"Caturra Types, Typica Types, Modern Hybrids",Yes,"San Vicente, Inzá, Cauca",Wet Process (Washed),Covered Sun-Dried,March 2024 Arrival,26,70 KG,GrainPro Liner,"Caturra, Variedad Colombia, Typica",Excelso 15+,".6 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,"“La Chorrera” is the name we're using for this small producer blend that's mostly from the San Vicente village in Inzá. This is technically Cauca, but only a stones throw from the border with Huila. ""Chorrera"" is the Spanish word for stream. And while I shouldn't be surprised that when I asked folks in San Vicente what they call the small cascading waterfall and stream that cuts through town, they sort of shrugged their shoulders and said, ""La Chorrera"", I expected something a little less on the nose! This particular lot comprises coffee from 10 different farmers in San Vicente and the surrounding towns. We hiked to farms just above 2000 meters in San Vicente, and you could still see coffee growing higher on the surrounding ridge that was at least 100 meters higher. You see a lot of the typical varieties growing, Colombia, and Caturra, with smaller amounts of Typica, Bourbon, and Castillo. Farmers typically process their coffee on small depulping machines used to remove the outer cherry, and either hand-cranked, or run with small gas motors. The coffee is also dried in parabolic drying rooms, which are essentially outdoor structures that consist of a wooden frame and tarpaulin walls/roof with some kind of venting for airflow. They are typically built on a cement slab that the coffee dries on, or raised beds are erected inside.",2.445782,-76.024576,8.4,8.6,0,8.5,9.0,8.4,8.5,8.5,8.5,8.5,0.0,2.0,3.5,1.5,1.5,1.0,0.0,3.5,1.0,0.0,2.0,4.0
Colombia Inzá Río Páez,https://www.sweetmarias.com/colombia-inza-rio-paez-7929.html,"Pleasantly bittersweet cup with mild fruit accents that bring depth of flavor. Molasses, caramel, raisin, tamarind, and a winey apple note. Dark roasts make a great dual-use coffee. City to Full City+. Good for espresso.",6.95,Wet Process (Washed),87,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,"Inzá, Cauca",Wet Process (Washed),Covered Sun-Dried,March 2024 Arrival,16,70 KG,GrainPro Liner,"Caturra, Variedad Colombia, Typica",Excelso 15+,".4 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,"Inzá is a province located in Southwestern Colombia within the greater Department of Cauca. As you make the drive from La Plata to Inzá, you follow the Rio Paez, and an eventual crossing over a suspension bridge lands you on the road to the the villages whose coffees make up this blend. Like much of Colombia, Cauca is home to some very high altitude farms, many breaching the 2000 meter mark. This particular lot is a blend of coffees from a few of the neighboring Veredas within the region, altitudes ranging from 1500 - 2000+ meters. There's a very small amount from nearby Páez town, as well. The way we make up these regional blends is by cupping several samples from the individual farms, separating out those that meet a certain cup criteria, and then blending them together. It's a great benefit to us (and not to mention the cup) having this level of quality control with our Colombian blends. Wet processing is traditional in the region, many using old-style hand cranked pulpers, fermenting and washing in the same tank and then drying out on raised, covered beds. This last part is key in facilitating even and gentle drying of the parchment, helping to keep the protective parchment layer intact as the internal moisture dips to around 11 - 12% over the course of a few days to 2 weeks (depending on the micro-climate). Most farms have a healthy amount of Caturra planted, as well as some Timor hybrids (like Variedad Colombia and Tabi) that were heavily promoted for disease resistance.",2.551739,-76.065452,8.5,8.5,0,8.5,9.2,8.3,8.4,8.3,8.5,8.5,0.0,0.0,3.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0
Colombia Variety Selection Set,https://www.sweetmarias.com/colombia-variety-selection-set-vase.html,"Our limited edition ""Colombia Variety Selection Set"" includes 1 lb. bags of Gesha, Sidra, Chiroso, and Java, varieties known for producing inherently expressive flavor profiles that range from delicate, floral, fruited and bright!",8.30,Wet Process (Washed),N/A,"Heirloom Types, Gesha, Varies",No,"Huila, and Cauca",Wet Process (Washed) - see notes for description,Covered Sun-Dried,April 2024 Arrival,N/A,N/A,GrainPro Liner,"Gesha, Sidra, Chiroso, Java",Excelso 15+,Coffees underwent intentionally long fermentation times and present a yellowish hue.,City to City+ - see notes for each coffee,Sample Sets,"Within the hierarchy of plant taxonomy, ""variety"" is generally used to classify groups of plants within a species that share genetic lineage and similar traits. Their ability to cross-breed is also an important distinction and can lead to new, and unique characteristics. Apples are a great example of this. Granny Smith, Red Delicious, Pink Lady, Honey Crisp, Empire, etc are all apples, but with genetic differences that are expressed in how they look and taste. But this set is about coffee varieties, not apples!",,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru Chirinos Alianza de Mujeres,https://www.sweetmarias.com/peru-chirinos-alianza-de-mujeres-7808.html,"Moderate sweetness and creamy body, cocoa tones accented by notes of dried apple, spice, walnut, and lingering low-toned finish. Great coffee for milk drinks. City+ to Full City+. Good for espresso.",6.65,Wet Process (Washed),86.8,"Typica Types, Modern Hybrids",Yes,"Chirinos District, San Ignacio Province",Wet Process (Washed),Patio Sun-Dried,November 2023 Arrival,40,69 KG,GrainPro Liner,"Pache, Catimor",SHB EP,".4 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,"Alianza de Mujeres comes from a women's coffee alliance in Chirinos District of Peru. An outgrowth of the Association of Agricultural Producers Emprendimientos, this women's group has been operating since 2022 under the leadership of a woman named Bety Toro Lozno. The alliance aims to bridge market access directly to female farmers in Chirinos, and has grown to more than 200 members in its first two years. The farms range in altitude from 1800 to 1900 meters above sea level. Most farmers are growing a mix of cultivars, which typically include some combination of Caturra, Bourbon, Typica, Pache, and Catimor. Farmers have been trained to pick and process the varieties separately as a quality control measure, and this lot is a mix of Pache (natural mutation of Typica), and Catimor. This is a fully washed, ""wet process"" coffee, meaning the cherries are depulped, and the seeds are then fermented and washed in water to remove the sticky layer of mucilage. The coffee is dried on patios for up to 2 weeks in order to get the moisture down to roughly 11% before performing the final preparation for export.",-5.303111,-78.894697,8.3,8.5,0,8.4,9.3,8.2,8.4,8.5,8.0,8.5,0.0,0.0,2.0,3.0,0.5,0.0,0.0,4.0,2.0,0.0,0.0,4.5
Peru Comité San Ignacio,https://www.sweetmarias.com/peru-comite-san-ignacio-7817.html,"Crowd-pleasing flavors, round body, core of bittersweet chocolate, accented by brown sugar, nut, and moderate apple-like acidity that I appreciate in this context. City+ to Full City+. Good for espresso.",7.05,Wet Process (Washed),87.2,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,San Ignacio,Wet Process (Washed),Patio Sun-Dried,November 2023 Arrival,20,69 KG,GrainPro Liner,"Catuai, Caturra, Pache, Catimor, Typica, Bourbon",SHB,".2 d/300gr, 16-18 Screen",City+ to Full City+,Farm Gate,"Comité San Ignacio is a producer blend from the small hamlets in the region of San Ignacio. The coffee is planted across an altitude range of 1500 to 1900 meters above sea level, and you see a broad selection of coffee cultivars including Caturra, Typica, Bourbon, Pache, Catuaí, and Catimor. The intermediary they work with have set up a program to incentivize farmers to replant their Catimor with other disease resistant hybrids that offer higher cup quality. I don't know that this is intentional, but in a way, having the disease-resistant hybrids in the mix helps hedge their risk against issues of coffee leaf rust and other coffee plant diseases that can spread throughout a crop if not treated right away. Most farmers use water-conserving mechanical demucilagers to process their coffee, leaving behind as much of the fruit as possible so that the moisture within will promote a fermentation without having the use water. They employ a variety of drying methods including polypropylene tents, cement patios, and raised beds, and the coffee is then dried until it reaches a safe moisture range of 9 - 11% before bagging up to rest.",-5.145991,-78.991402,8.5,8.7,0,8.5,9.0,8.3,8.5,8.5,8.2,8.5,0.0,2.0,3.0,1.5,1.5,1.5,0.0,4.0,2.0,0.0,1.0,4.0
Peru Dry Process Alto Pirias,https://www.sweetmarias.com/peru-dry-process-alto-pirias-7815.html,"Fruit notes are ripe and winey, backed by convincing level of sweetness and resulting in flavor profiles of apricot and other pulpy fruits, citrus rind, peach brandy accent, and hint of tobacco in the finish. City to Full City+.",7.30,Dry Process (Natural),87.5,"Caturra Types, Typica Types, Modern Hybrids",Yes,"Alto Pirias, Chirinos",Dry Process (Natural),Patio Sun-Dried,November 2023 Arrival,27,69 KG,GrainPro Liner,Typica,Grade 1,".8 d/300gr, 16-18 Screen",City to Full City+,Farm Gate,"Alto Pirias is a small village in Chirinos, and the highest altitude point to Las Pirias. Altitude in this area spans 1800 to 1900 meters above sea level, and the hilly peaks, and converging microclimates tend to be well suited for coffee production. There are a number of young and forward thinking producers in this area who are working to employ sustainable crop management through the use of both organic and synthetic fertilizers to replenish micro-organisms in the soil and enhance productivity and general plant health. This coffee is a blend of dry process lots from the group, and is a typical method of production. Farmers are drying whole cherries for up to 30 days, then storing the dried coffee in polyethylene bags for freshness, before eventually being moved to the dry mill for final sorting. The dry process method is known to imparting big fruit flavors, body, and milder acidity in the cup. I can honestly say that all of these aspects ring true here!",-5.633653,-78.836541,8.5,8.6,0,8.8,9.0,8.0,8.7,7.8,9.3,8.5,0.0,0.0,2.5,0.0,3.5,2.0,3.0,3.5,0.0,2.0,0.0,4.0
Peru Dry Process Huabal Edilberto Torres,https://www.sweetmarias.com/peru-dry-process-huabal-edilberto-torres-7814.html,"Cocoa roast flavors are buttressed by fruited sweetness, with notes of dark chocolate, earthy fruits like fig and dried peach, unrefined sugars, and a hint of fruit yogurt in aroma. City+ to Full City+. Good for espresso.",7.25,Dry Process (Natural),87.6,"Caturra Types, Bourbon Types",Yes,"Huabal, Jaen",Dry Process (Natural),Patio Sun-Dried,November 2023 Arrival,25,69 KG,GrainPro Liner,"Caturra, Catuaí",SHB,".6 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,"Edilberto Torres is one of a few coffee farmers in this region still growing mainly Caturra, a coffee cultivar known for producing high cup quality, especially at high altitudes. Edilberto's  farm sits at 1650 meters above sea level, and he has chosen to plant his farm in Caturra and Catuaí, rather than opt for disease-resistant hybrids. He manages the production at his small farm closely, along with his family, and the four pickers he hires during the harvest season. Most of his harvest is wet processed. However, this 25 bag lot is a dry process coffee, where the coffee is dried with the cherry still intact on patios in the sun. The time it takes to dry the seeds inside down to 10-11% moisture is 3-4 weeks, roughly three times the time it takes to dry a fully washed coffee. While not promised, this process method can impart fruity flavors in the cup, and big body, which is what we tasted in Edilberto's coffee.",-5.609916,-78.903812,8.5,8.7,0,8.7,9.2,8.2,8.5,8.0,9.3,8.2,0.0,0.0,3.0,0.0,3.0,0.0,2.5,3.5,0.0,2.5,0.0,4.0
Peru El Diamante Doña Luz,https://www.sweetmarias.com/peru-el-diamante-dona-luz-7809.html,"Balanced flavors in all our roasts. City pulled out brighter fruit aspects, while the dark roasts developed complex bittersweetness. Notes of honey, berry sherbet, and dark drinking chocolate. City to Full City+. Good for espresso.",6.75,Wet Process (Washed),87.7,"Caturra Types, Bourbon Types",Yes,"El Diamante, San Jose de Lourdes",Wet Process (Washed),Patio Sun-Dried,November 2023 Arrival,50,69 KG,GrainPro Liner,"Bourbon, Caturra",SHB,".4 d/300gr, 15-17 screen",City to Full City+,Farm Gate,"This coffee is from Luz Mely Aguilar Sánchez, a farmer in El Diamante village. The village is roughly 5 hours from Jaen, tucked away in the highlands of San Jose de Lourdes. She, and her husband Roger Chilcon, manage 3 hectares of land in El Diamante, on which they've planted a mix of Bourbon, and Caturra. Though not the only farmer to do this, Luz bags up the coffee cherry from the day's harvest and seals them up for about 24 hours before processing. The idea is to start fermentation within the cherry in the hopes of translating to a more complex cup (often realized as an increase in fruited notes). She and her husband also employ a somewhat long fermentation times (36 hours) which can have a similar affect on flavor profile. Once dry, the coffee is stored in polyethylene sacks that remain covered until transport in order to help preserve the quality. The coffee is still in it's outer parchment layer too, which also helps with freshness, and won't be removed until ready for export. Their farm sits between 1850 and 1900 meters above sea level.",-5.102738,-78.890744,8.6,8.7,0,8.7,9.0,8.6,8.5,8.5,8.6,9.0,0.0,2.0,3.0,2.0,1.5,0.0,1.0,3.5,0.0,0.0,0.0,4.0
Peru Huabal Perlamayo,https://www.sweetmarias.com/peru-huabal-perlamayo-7816.html,"Raw sugars, hazelnut and walnut accents, tangy lime hint, and an aromatic herbal note that reminded me of Maragogype and Parainema varieties. Dark roasts build hefty bittersweets. City to Full City. Good for espresso.",6.95,Wet Process (Washed),87.5,"Caturra Types, Bourbon Types, Modern Hybrids",Yes,"Perlamayo, Huabal",Wet Process (Washed),Patio Sun-dried,November 2023 Arrival,30,69 KG,GrainPro Liner,"Caturra, Typica, Bourbon",SHB EP,".5 d/300gr, 16-18 Screen",City to Full City,Farm Gate,"This ""Perlamayo"" lot is comprised of the coffees from several small-holder farmers in the town of Perlamayo within the greater District of Huabal. Altitude range in SF is 1800 to 1900 meters above sea level and cultivars grown are typically Caturra, with some Typica and Bourbon mixed in. Farmers in Perlamayo typically have less than half a hectare of coffee planted, which is much less than what you see in the other towns we've bought coffee from (San Francisco, Alto Pirias, etc). This is a fully washed coffee, wet processed by the farmers who then deliver their coffee in dry parchment (the green bean with the thin parchment layer still intact) to a warehouse in Cajamarca where it is graded and purchased. The group who set up this buying operation are working to register all the farmers they buy from in order to help isolate different quality tiers, but also be able to issue the initial payments and any quality premiums themselves, something that was lacking when they were buying through more traditional avenues. It doesn't help that the roads leading to Huabal and within the district are much more rustic than some of their neighbors, limiting access to farmers in this region.",-5.612415,-78.900486,8.4,8.7,0,8.5,8.7,8.4,8.5,8.5,7.8,8.5,0.0,0.0,3.0,2.0,1.5,1.5,0.0,4.0,2.0,0.0,1.0,3.5
Peru Nuevo Trujillo Don Marcial,https://www.sweetmarias.com/peru-nuevo-trujillo-don-marcial-7810.html,"Bittersweet base flavors accented by mild fruit impressions, and moderate acidity. Caramel sauce, raisin, cocoa powder, beer grains, mole sauce, and creamy body. City+ to Full City+. Good for espresso.",6.75,Wet Process (Washed),86.8,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,"Nuevo Trujillo, San Jose de Lourdes",Wet Process (Washed),Covered Sun-Dried,November 2023 Arrival,40,69 KG,GrainPro Liner,"Bourbon, Caturra, Castillo, Typica",SHB,".4 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,"Marcial Olivera's farm is located in the small village of Nuevo Trujillo, San Jose de Lourdes. His 4 hectare coffee farm is planted with mostly Caturra, but you see patches of Bourbon, Typica and Castillo varieties mixed in. Marcial floats his coffee cherry before processing in order to remove the ""floaters"" - under ripe coffee that floats to the top of the water. This is a fully washed coffee, meaning that after most of the fruit is removed from the seed, the remaining sticky layer of mucilage is broken down by fermentation, in this case without water and for around 24 hours. He's built an indoor drying room to protect the coffee from the outside elements while it is drying.",-7.160804,-78.517077,8.4,8.6,0,8.5,9.3,8.4,8.5,8.5,8.2,9.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,4.5
Peru Productores Del Diamante,https://www.sweetmarias.com/peru-productores-del-diamante-7811.html,"A striking bittersweet caramel roast note sets the tone, with hints of raw sugar, baked apple, pear butter, and plump body. High potential for bittersweetness with dark roasting. City to Full City+. Good for espresso.",6.90,Wet Process (Washed),88.1,"Caturra Types, Modern Hybrids",Yes,"Del Diamante, Huabal, Jaen",Wet Process (Washed),Patio Sun-Dried,November 2023 Arrival,40,69 KG,GrainPro Liner,"Caturra, Bourbon, Typica, and Catimor.",SHB EP,".4 d/300gr, 16-18 Screen",City to Full City+,Farm Gate,"The El Diamante group are from the small town of the same name, within the Huabal District of Jaén, Cajamarca. This high altitude zone is home to many coffee producers, with farms reaching as high as 1900 meters. This blend is made up of the a hand full of coffee farmers in El Diamante, some of whom we've also purchased individual lots from (like Roger Chilcon). Most are growing a mix of cultivars, like Caturra, Bourbon, Typica and some Catimor. Coffee is processed at home using small depulping machines to remove the outer cherry before fermenting in tanks for around a day and a half. They then wash away the remaining fruit and move the coffee to indoor drying rooms made of wood frames and tarpaulin. I found this coffee really easy to roast in that it presented a nice, even coloring during the roasting process, and with well balanced flavors at both ends of our recommended roast range.",-5.102738,-78.890744,8.5,8.8,0,8.7,9.2,8.7,8.9,8.5,8.7,8.5,0.0,0.0,3.0,3.5,2.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0
Sweet Maria's Altiplano Blend,https://www.sweetmarias.com/sweet-maria-s-altiplano-blend.html,"An all Central American blend that brings syrupy bittersweetness flavors to middle and dark roasts. Flavors of high % cacao bar, rich chocolate truffles, syrupy dark chocolate, hints of prune, lemon peel, and praline almond. Full City to Full City+. Good for espresso.",6.95,Wet Process (Washed),87.5,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids",Yes,"Costa Rica, Mexico, Nicaragua",Wet Process (Washed),Raised Bed Sun-dried,All current-new crop,N/A,N/A,GrainPro liner,"Bourbon, Catuai, Caturra, Typica",SHB,".4 d/300gr, 15-17 screen","Full City - Full City+ for deep chocolate roast flavors, and a subtle fruit hint",Sweet Maria's Blends,"The coffees of Central America are go-to ingredients for us when we want to bring body and sweetness to an espresso blend. So it stands to reason that blending all Central American coffees would only enhance those aspects even more, right? After tasting this trio all blended together, the answer is a resounding ""yes"". ""Altiplano"" is the word we are using for high plains, not to be confused with THE Altiplano in South America. From the Cordillera Central in Costa Rica, to the Los Cuchumatanes in Guatemala, to the Los Arados mountains in Nicaragua, we bring in a wide variety of coffees with unique cup profile, and that all work extremely well as espresso. Blended together, the resulting cup or espresso has balance, and with an acidity that is controlled by roast development. This blend was built with espresso in mind, and includes all wet-process coffees that offer balanced flavors, body, and at least one has moderate acidity too. Roasting to City+ will have the highest tones in the cup, though we prefer at least Full City in our espresso machine. Full City/Full City+ will produce a more ""classic"" espresso profile with chocolate roast pungency, deep sweetness, and a fruited acidity that to me has an orange zest-like quality (though the cup is far from ""fruity""). Altiplano is seasonal blend, and we'll be rotating new coffees in as they become available, updating the review when necessary.",13.722578,-86.509026,8.3,8.6,0,8.5,9.5,8.3,8.2,8.3,8.5,8.5,0.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,5.0
"Sweet Maria's Decaf Espresso ""Donkey"" Blend",https://www.sweetmarias.com/sweet-maria-s-decaf-espresso-donkey-blend.html,"This decaf version of our Espresso Monkey blend targets chocolate roast flavors, sweet bright accents, medium body, and a slightly fruited side. Perfect on its own, and stands up to milk too! Full City to a light Vienna is recommended.",8.50,N/A,85.8,Varies,No,N/A,Varies,N/A,All current-new crop,N/A,N/A,GrainPro Liner,Varies,Top Grades,"1 d/300gr, 16/17 scr","As with all decafs, remember they roast faster and have the propensity to get away from you and end up darker than you expected. So attend to the roaster and stop the roast manually if possible to get it just right. Roast preference with espresso is up to you. I personally prefer the lighter N. Italian roast -just a bit more than a Full City.","Decaf, Sweet Maria's Blends","People have requested that we offer a pre-blended espresso, a decaf counterpart to the Espresso Monkey blend. Working under the codename of the ""Donkey Blend"" (don't ask how all these ridiculous names started ---I think it was George's fault) we came up with this. It is intended to be used several ways. As an all-decaf espresso blend I wanted it to work well under a wide variety of roasting conditions, in terms of both lighter Northern Italian type espresso roasts (the equivalent of a Full City to Vienna Roast) and the darker Southern Italian type roast (roasted to a French roast). I also wanted a good espresso from both air and drum roasters, and I wanted good crema. This is a lot to ask from a decaf, but I think this blend works very well. While origin tastes are muted in decafs, I think the bittersweet roast tastes from this blend are very good. My second focus was having the blend not have too much character so that it can be used as a base blend for a ""low-caf"" espresso. This means it should work well as 50-75% of your blend where you add other caffeinated coffees to give more aromatics and flavor: my choice would be a Ethiopian Harar, or a Central American (see our Blending Basics article for more). Why do we call this Donkey Blend? Frankly, I can't remember .. it just is...",,,7.8,8.0,0,8.5,7.5,8.0,7.0,7.0,8.0,9.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0
